id;cnpj_base;cnpj_ordem;cnpj_dv;situacao_data;atividade_inicio;cnae_principal;cep;uf;municipio;cnae_descricao;natureza;capital_social;porte_empresa;natureza_descricao;matchmaking
729960004SP;28672996;0004;43;2005-02-01;1985-11-01;4789099;12800000;SP;6939;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
143020002RJ;29614302;0002;12;2005-11-01;1981-10-01;8888888;28400000;RJ;5895;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
488070002RJ;32348807;0002;97;2003-06-01;1966-08-01;4623109;27600000;RJ;5921;Comércio atacadista de alimentos para animais;2143;0.0;demais;Cooperativa;2
409680002ES;32440968;0002;06;2005-11-01;1998-12-01;8610101;29300057;ES;5623;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;2143;0.0;demais;Cooperativa;2
524100015MG;33352410;0015;56;2005-11-01;1969-03-01;1052000;36760000;MG;4759;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
524100048ES;33352410;0048;14;2005-11-01;1978-04-01;1052000;29880000;ES;5671;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
524100054MG;33352410;0054;62;2005-11-01;1979-05-01;1052000;36070000;MG;4733;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
524100043BA;33352410;0043;00;2005-11-01;1977-03-01;1052000;45910000;BA;3315;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
701150004RJ;33370115;0004;70;2005-11-01;1999-05-01;6424703;22260001;RJ;6001;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
691610002SP;44469161;0002;85;2005-11-01;1999-12-01;6424703;14870515;SP;6587;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
115200001SP;73011520;0001;73;2005-11-01;1993-11-01;6499999;13070711;SP;6291;Outras atividades de serviços financeiros não especificadas anteriormente;2143;0.0;demais;Cooperativa;3
250290003RJ;33725029;0003;51;2005-09-01;1979-05-01;9412099;21040211;RJ;6001;Outras atividades associativas profissionais;2143;0.0;demais;Cooperativa;2
228040001SP;55322804;0001;07;2005-09-01;1986-01-01;4921301;11015147;SP;7071;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;2143;0.0;demais;Cooperativa;2
910340002PR;36891034;0002;41;2000-01-01;1998-03-01;4623109;83203970;PR;7745;Comércio atacadista de alimentos para animais;2143;3716368.33;demais;Cooperativa;2
045260003SP;52204526;0003;59;2004-06-01;1997-11-01;8650099;13390000;SP;6981;Atividades de profissionais da área de saúde não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
845070001PB;35584507;0001;14;2019-11-01;1991-06-01;0899199;58640000;PB;2057;Extração de outros minerais não-metálicos não especificados anteriormente;2143;2500.0;demais;Cooperativa;2
471490002RJ;39447149;0002;30;2005-06-01;1995-07-01;8690999;25953236;RJ;5915;Outras atividades de atenção à saúde humana não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
455760001SP;55645576;0001;06;2005-09-01;1986-04-01;4930203;09380130;SP;6689;Transporte rodoviário de produtos perigosos;2143;0.0;demais;Cooperativa;2
019810033SP;43001981;0033;81;2005-11-01;2003-04-01;4692300;17800000;SP;6101;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;3
708710001SP;55670871;0001;04;2005-11-01;1988-08-01;4923001;11525150;SP;6371;Serviço de táxi;2143;0.0;demais;Cooperativa;2
871790002MG;41687179;0002;65;2004-07-01;2004-07-01;4771701;38740001;MG;4961;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;428692.38;demais;Cooperativa;3
719890002MG;41871989;0002;77;2000-11-01;2000-11-01;4771701;38300132;MG;4683;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;3
604000008SP;43960400;0008;28;2005-11-01;2003-11-01;4789099;14930000;SP;6233;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
406950001MG;18340695;0001;16;2005-11-01;1974-08-01;6424703;36092000;MG;4733;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
019810031SP;43001981;0031;10;2005-11-01;2003-01-01;4692300;16902040;SP;6141;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;2
019810034SP;43001981;0034;62;2005-11-01;2004-01-01;4692300;15070565;SP;7097;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;2
663150003SP;43066315;0003;06;2001-02-01;1997-01-01;4692300;13730330;SP;6711;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;2
604000009SP;43960400;0009;09;;2005-03-01;4789099;14944074;SP;6493;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
560360002SP;44456036;0002;30;2005-09-01;2000-06-01;4771701;17015320;SP;6219;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;2
039220002SP;44803922;0002;93;2004-10-01;1986-11-01;8610101;13420640;SP;6875;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;2143;0.0;demais;Cooperativa;2
322460011SP;45232246;0011;07;2005-11-01;2001-07-01;6550200;14026020;SP;6969;Planos de saúde;2143;0.0;demais;Cooperativa;2
367910008SP;45236791;0008;68;2002-06-01;1976-09-01;4683400;15803015;SP;6323;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
367910013SP;45236791;0013;25;2002-06-01;1981-03-01;4683400;14900000;SP;6555;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
367910015SP;45236791;0015;97;2002-06-01;1983-10-01;4661300;13486321;SP;6639;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";2143;0.0;demais;Cooperativa;2
367910059SP;45236791;0059;08;2004-05-01;2004-05-01;4687702;15700002;SP;6597;Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;2143;0.0;demais;Cooperativa;2
908680026SP;45990868;0026;72;2018-12-01;1974-11-01;8130300;15830000;SP;6863;Atividades paisagísticas;2143;0.0;demais;Cooperativa;2
908680048MG;45990868;0048;88;2018-12-01;1988-04-01;0161099;37730000;MG;4219;Atividades de apoio à agricultura não especificadas anteriormente;2143;0.0;demais;Cooperativa;3
261270003SP;46926127;0003;07;2005-08-01;2004-02-01;4683400;18255000;SP;0816;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
261270002SP;46926127;0002;18;2005-08-01;1993-07-01;4683400;18540000;SP;6913;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
901460003DF;48090146;0003;63;2005-11-01;1988-07-01;9430800;70310500;DF;9701;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
415100008SP;48541510;0008;79;2004-03-01;1999-08-01;4789099;12130000;SP;6627;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
283660008SP;48628366;0008;02;2001-05-01;2001-05-01;8690999;13466702;SP;6131;Outras atividades de atenção à saúde humana não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
109660004SP;49210966;0004;95;2005-11-01;1993-08-01;6550200;13843320;SP;6715;Planos de saúde;2143;0.0;demais;Cooperativa;2
672910001DF;36767291;0001;95;2005-09-01;1991-09-01;6424703;70610901;DF;9701;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
255490002SP;50225549;0002;33;2002-12-01;1967-07-01;4789099;13310430;SP;6579;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
674630001MG;19467463;0001;96;2020-10-01;1966-09-01;4644302;37150000;MG;4287;Comércio atacadista de medicamentos e drogas de uso veterinário;2143;0.0;demais;Cooperativa;2
175130003SP;50617513;0003;86;2005-11-01;1993-09-01;8690901;01311000;SP;7107;Atividades de práticas integrativas e complementares em saúde humana;2143;0.0;demais;Cooperativa;2
175130004SP;50617513;0004;67;2005-11-01;1993-09-01;8690901;04006050;SP;7107;Atividades de práticas integrativas e complementares em saúde humana;2143;0.0;demais;Cooperativa;2
175130012SP;50617513;0012;77;2005-11-01;1997-05-01;8690901;04004030;SP;7107;Atividades de práticas integrativas e complementares em saúde humana;2143;0.0;demais;Cooperativa;2
278600001MG;19527860;0001;06;2006-12-01;1966-09-01;4721102;36770071;MG;4305;Padaria e confeitaria com predominância de revenda;2143;0.0;demais;Cooperativa;2
517870001MG;19551787;0001;08;2005-09-01;1979-04-01;6424703;36280000;MG;4263;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
601080007SP;51660108;0007;37;2005-11-01;1979-07-01;1066000;16370000;SP;6933;Fabricação de alimentos para animais;2143;0.0;demais;Cooperativa;2
045260004SP;52204526;0004;30;2004-06-01;1999-06-01;8630504;18270390;SP;7181;Atividade odontológica;2143;0.0;demais;Cooperativa;2
904950001DF;37090495;0001;05;2020-06-01;1992-05-01;6499999;70630901;DF;9701;Outras atividades de serviços financeiros não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
113610043SP;53311361;0043;74;2005-11-01;1997-03-01;4789099;14300001;SP;6217;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
113610070GO;53311361;0070;47;2005-11-01;2003-05-01;4683400;75600000;GO;9379;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
043830022PR;75904383;0022;56;2005-11-01;1979-09-01;4623199;85200000;PR;7771;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;303060454.0;demais;Cooperativa;3
056460018SP;53705646;0018;89;2003-10-01;2003-04-01;4683400;19400000;SP;6931;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
124060009SP;54012406;0009;70;2005-11-01;2004-08-01;6550200;13835000;SP;6345;Planos de saúde;2143;0.0;demais;Cooperativa;2
379160006SP;54037916;0006;50;2005-11-01;1999-08-01;6424703;14780059;SP;6209;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
574090001GO;37257409;0001;06;2019-06-01;1991-12-01;7490103;75640000;GO;9539;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;2143;0.0;demais;Cooperativa;2
665470009SP;54366547;0009;91;2003-07-01;2003-07-01;4683400;13650000;SP;7027;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
012860003SP;54401286;0003;08;2002-09-01;2002-09-01;6424703;13515000;SP;6335;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
597640003RS;91159764;0003;41;2006-01-01;2006-01-01;6424703;95920000;RS;8483;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
964420003SP;56896442;0003;84;2005-11-01;1982-05-01;4721103;07500000;SP;7037;Comércio varejista de laticínios e frios;2143;0.0;demais;Cooperativa;2
571460009PR;78157146;0009;90;2005-11-01;1998-05-01;6424704;86170000;PR;7905;Cooperativas de crédito rural;2143;0.0;demais;Cooperativa;3
084260006SP;57508426;0006;82;2005-11-01;1973-11-01;4711302;09551050;SP;7077;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;2
084260023SP;57508426;0023;83;2005-11-01;2001-08-01;4711302;09636000;SP;7075;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;2
373400036SP;58137340;0036;79;2003-03-01;1990-07-01;4731800;11430020;SP;6475;Comércio varejista de combustíveis para veículos automotores;2143;0.0;demais;Cooperativa;2
764140001GO;37876414;0001;99;2001-09-01;1993-07-01;6550200;76200000;GO;9399;Planos de saúde;2143;0.0;demais;Cooperativa;2
265060022RS;90726506;0022;08;2005-11-01;1972-06-01;4622200;98180000;RS;9829;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;3
333690002SP;60633369;0002;44;2005-07-01;1997-11-01;4771701;14701300;SP;6221;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;2
276890006RS;87827689;0006;15;2005-11-01;1997-08-01;6550200;95270000;RS;8661;Planos de saúde;2143;0.0;demais;Cooperativa;3
597640009RS;91159764;0009;37;2006-01-01;2006-01-01;6424703;95913148;RS;8729;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
947010030RS;88094701;0030;12;2004-12-01;1982-12-01;4731800;98570000;RS;8579;Comércio varejista de combustíveis para veículos automotores;2143;0.0;demais;Cooperativa;3
495890112SP;61149589;0112;02;2005-11-01;1987-08-01;4639701;14150000;SP;7131;Comércio atacadista de produtos alimentícios em geral;2143;0.0;demais;Cooperativa;3
495890128SP;61149589;0128;61;2005-11-01;1987-08-01;4639701;13607567;SP;6165;Comércio atacadista de produtos alimentícios em geral;2143;0.0;demais;Cooperativa;2
652850004PR;82065285;0004;56;;2004-10-01;6424703;85557000;PR;0846;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
221950001SP;58022195;0001;50;2000-09-01;1987-09-01;6424703;18680900;SP;6637;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
367440005BA;61536744;0005;43;2005-11-01;1987-09-01;7490101;48905350;BA;3669;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440010PR;61536744;0010;00;2005-11-01;1987-11-01;8888888;86810250;PR;7425;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
367440026PR;61536744;0026;78;2005-11-01;1988-02-01;7490101;86370000;PR;7839;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;3
367440051BA;61536744;0051;89;2005-11-01;1989-01-01;7490101;47820000;BA;3877;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440068ES;61536744;0068;27;2005-11-01;1989-08-01;7490101;29157405;ES;5625;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440098SP;61536744;0098;42;2005-11-01;1990-07-01;7490101;17880000;SP;6533;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440114PR;61536744;0114;05;2005-11-01;1991-07-01;7490101;86300000;PR;7525;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440161SP;61536744;0161;13;2005-11-01;1966-08-01;8888888;05346000;SP;7107;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
367440165SP;61536744;0165;47;2005-11-01;1966-08-01;7490101;05346000;SP;7107;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440176SP;61536744;0176;08;2005-11-01;1966-11-01;7490101;17690000;SP;6215;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440169PR;61536744;0169;70;2005-11-01;1992-01-01;7490101;85440000;PR;7933;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;3
367440226SP;61536744;0226;01;2005-11-01;1992-08-01;7490101;05346000;SP;7107;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440233MS;61536744;0233;22;2005-11-01;1992-09-01;8888888;79490000;MS;9809;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;3
367440283SP;61536744;0283;91;2005-11-01;1971-08-01;7490101;19023310;SP;6929;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;3
367440349PR;61536744;0349;52;2005-11-01;1971-11-01;9430800;86010490;PR;7667;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
367440357PR;61536744;0357;62;2005-11-01;1971-11-01;7490101;86280000;PR;7941;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440400MG;61536744;0400;90;2005-11-01;1974-05-01;9430800;38800000;MG;5241;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
367440443MG;61536744;0443;20;2005-11-01;1980-08-01;7490101;38600001;MG;4939;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;3
367440449MT;61536744;0449;15;2005-11-01;1981-06-01;7490101;78580000;MT;8987;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440465SP;61536744;0465;35;2005-11-01;1982-11-01;7490101;19400000;SP;6931;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;3
367440469MT;61536744;0469;69;2005-11-01;1983-01-01;9430800;78580000;MT;8987;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
367440476RJ;61536744;0476;98;2005-11-01;1983-06-01;7490101;20920310;RJ;6001;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440488PR;61536744;0488;21;2005-11-01;1984-06-01;7490101;86825000;PR;7433;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440498MS;61536744;0498;01;2005-11-01;1985-02-01;7490101;79215000;MS;9793;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;3
367440520PR;61536744;0520;04;2005-11-01;1985-12-01;7490101;86350000;PR;7853;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
012610001PR;76501261;0001;57;2005-07-01;1966-08-01;8888888;80420000;PR;7535;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
373400001SP;58137340;0001;49;2005-01-01;1966-09-01;1020102;11430020;SP;6475;Fabricação de conservas de peixes, crustáceos e moluscos;2143;0.0;demais;Cooperativa;2
624180001MG;21562418;0001;62;2005-11-01;1973-05-01;4930203;36080220;MG;4733;Transporte rodoviário de produtos perigosos;2143;0.0;demais;Cooperativa;2
372710005GO;70937271;0005;87;2005-11-01;2000-11-01;6424703;75701040;GO;9301;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
997920002MG;71499792;0002;10;2001-05-01;2001-05-01;8630502;36900022;MG;4787;Atividade médica ambulatorial com recursos para realização de exames complementares;2143;0.0;demais;Cooperativa;2
957460002SP;71695746;0002;96;2003-10-01;1996-01-01;4771701;16400045;SP;6643;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;1937460.02;demais;Cooperativa;2
255310002SP;71925531;0002;14;2005-11-01;1999-01-01;4771701;14780060;SP;6209;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;2
157180004PE;72215718;0004;59;2005-11-01;1994-12-01;9430800;54410010;PE;2457;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
308560001RJ;39830856;0001;20;2015-02-01;1993-09-01;9430800;24800209;RJ;5837;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
928720001RJ;39892872;0001;47;2005-11-01;1993-07-01;2532201;28634070;RJ;5867;Produção de artefatos estampados de metal;2143;0.0;demais;Cooperativa;2
953270002DF;72995327;0002;32;2001-09-01;1993-12-01;9430800;70310500;DF;9701;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
953270004RS;72995327;0004;02;2004-03-01;2004-03-01;8690999;90480003;RS;8801;Outras atividades de atenção à saúde humana não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
037490002RS;90503749;0002;25;2005-11-01;1990-08-01;9430800;91360080;RS;8801;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
666940001MG;21866694;0001;14;2005-11-01;1986-03-01;6424703;39400057;MG;4865;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
645020002SC;74064502;0002;01;2005-11-01;2003-02-01;6424703;88102001;SC;8327;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
557720009PR;75055772;0009;87;2005-11-01;2003-11-01;6550200;80420120;PR;7535;Planos de saúde;2143;0.0;demais;Cooperativa;2
882190001RJ;40288219;0001;52;2005-10-01;1991-08-01;4923001;20921430;RJ;6001;Serviço de táxi;2143;0.0;demais;Cooperativa;2
222240012PR;75222224;0012;08;2005-11-01;2000-04-01;8690999;86010160;PR;7667;Outras atividades de atenção à saúde humana não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
191790005PR;75719179;0005;64;2005-11-01;1979-04-01;8130300;86370000;PR;7839;Atividades paisagísticas;2143;0.0;demais;Cooperativa;2
154560002SC;75815456;0002;90;2004-12-01;1996-06-01;1066000;89660000;SC;8181;Fabricação de alimentos para animais;2143;0.0;demais;Cooperativa;3
043830034PR;75904383;0034;90;2005-11-01;1988-06-01;4623199;87309730;PR;7483;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;303060454.0;demais;Cooperativa;3
043830054PR;75904383;0054;33;2005-11-01;1994-12-01;4623199;87308432;PR;7483;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;303060454.0;demais;Cooperativa;3
043830073PR;75904383;0073;04;2005-11-01;1994-12-01;4623199;85937000;PR;7953;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;303060454.0;demais;Cooperativa;3
043830117PR;75904383;0117;51;2005-11-01;2003-05-01;4623199;86840000;PR;7549;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;303060454.0;demais;Cooperativa;3
849060010PR;75984906;0010;88;2005-11-01;1983-05-01;4683400;85760000;PR;7487;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
849060020PR;75984906;0020;50;2005-11-01;1984-05-01;4623108;85760000;PR;7487;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;2143;0.0;demais;Cooperativa;3
849060025PR;75984906;0025;64;2005-11-01;1984-07-01;4623108;85750000;PR;7775;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;2143;0.0;demais;Cooperativa;3
849060038PR;75984906;0038;89;2005-11-01;1990-06-01;4623108;85750000;PR;7775;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;2143;0.0;demais;Cooperativa;3
937310009PR;76093731;0009;48;2005-06-01;1981-10-01;0155502;85410000;PR;7965;Produção de pintos de um dia;2143;0.0;demais;Cooperativa;3
937310025PR;76093731;0025;68;2005-06-01;2001-04-01;4711302;85830000;PR;7561;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
937310023PR;76093731;0023;04;2005-06-01;2000-03-01;1081301;85835000;PR;7997;Beneficiamento de café;2143;0.0;demais;Cooperativa;3
937310027PR;76093731;0027;20;2005-06-01;2002-06-01;0154700;85837000;PR;7997;Criação de suínos;2143;0.0;demais;Cooperativa;3
982190006PR;76098219;0006;41;2005-11-01;1977-02-01;4632001;85470000;PR;7497;Comércio atacadista de cereais e leguminosas beneficiados;2143;0.0;demais;Cooperativa;3
982190013PR;76098219;0013;70;2005-11-01;1981-04-01;1066000;85818560;PR;7493;Fabricação de alimentos para animais;2143;0.0;demais;Cooperativa;3
982190039PR;76098219;0039;00;2005-11-01;1989-06-01;4632001;85840000;PR;7957;Comércio atacadista de cereais e leguminosas beneficiados;2143;0.0;demais;Cooperativa;3
940910005SC;76194091;0005;39;2005-11-01;1982-02-01;4623199;89835000;SC;8317;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
442090001PR;77744209;0001;94;2002-06-01;1979-10-01;4930202;85570000;PR;7871;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;0.0;demais;Cooperativa;3
698080002PR;76469808;0002;65;2005-03-01;1991-03-01;8888888;83221570;PR;7745;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
698080016PR;76469808;0016;60;2005-03-01;1991-03-01;8888888;83203310;PR;7745;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
698080065SP;76469808;0065;49;2005-03-01;1991-03-01;8888888;19700000;SP;6811;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
442090006PR;77744209;0006;07;2001-10-01;2001-10-01;4930202;83215440;PR;7745;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;0.0;demais;Cooperativa;2
522930012PR;77752293;0012;40;2005-09-01;1980-11-01;1041400;85840000;PR;7957;Fabricação de óleos vegetais em bruto, exceto óleo de milho;2143;0.0;demais;Cooperativa;3
522930037PR;77752293;0037;07;2005-09-01;1986-11-01;4711302;85887000;PR;7699;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;2
522930042PR;77752293;0042;66;2005-09-01;1987-09-01;4692300;85892000;PR;7971;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;2
522930052PR;77752293;0052;38;2005-09-01;1993-11-01;1065101;85890000;PR;8469;Fabricação de amidos e féculas de vegetais;2143;0.0;demais;Cooperativa;3
522930087MS;77752293;0087;68;;2005-03-01;4623199;79935000;MS;9813;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
632230027PR;77863223;0027;46;2005-11-01;1985-01-01;4632001;85935000;PR;7953;Comércio atacadista de cereais e leguminosas beneficiados;2143;287997008.16;demais;Cooperativa;3
632230061PR;77863223;0061;48;2005-11-01;1999-01-01;4632001;87595000;PR;5521;Comércio atacadista de cereais e leguminosas beneficiados;2143;287997008.16;demais;Cooperativa;3
632230070PR;77863223;0070;39;2005-11-01;2001-09-01;4632001;85950000;PR;7739;Comércio atacadista de cereais e leguminosas beneficiados;2143;287997008.16;demais;Cooperativa;3
908460013PR;77890846;0013;02;2005-11-01;1977-04-01;4611700;85010180;PR;7583;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;2143;0.0;demais;Cooperativa;2
035990006PR;77903599;0006;02;2005-11-01;1982-05-01;8130300;85010190;PR;7583;Atividades paisagísticas;2143;0.0;demais;Cooperativa;2
035990023PR;77903599;0023;03;2005-11-01;1990-11-01;8130300;85155000;PR;7599;Atividades paisagísticas;2143;0.0;demais;Cooperativa;3
035990032PR;77903599;0032;02;2005-11-01;1991-06-01;4771701;85150000;PR;8453;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;2
203970004PR;78320397;0004;39;2005-11-01;1985-03-01;4731800;84990000;PR;7429;Comércio varejista de combustíveis para veículos automotores;2143;62117302.02;demais;Cooperativa;3
140670008PR;78414067;0008;36;;2004-09-01;6424703;85812011;PR;7493;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
140670015PR;78414067;0015;65;;2004-09-01;6424703;85877000;PR;7889;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
733600017PR;78473360;0017;65;2005-09-01;1994-10-01;4683400;84635000;PR;7755;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
970850012PR;78597085;0012;87;2005-11-01;1991-12-01;4771704;86840000;PR;7549;Comércio varejista de medicamentos veterinários;2143;0.0;demais;Cooperativa;3
569680004PR;78956968;0004;26;2005-11-01;1975-03-01;4623199;87175000;PR;7615;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;56151628.97;demais;Cooperativa;3
635740008PR;79063574;0008;35;2005-04-01;2005-04-01;6424703;86450000;PR;7793;Cooperativas de crédito mútuo;2143;500000.0;demais;Cooperativa;3
144500008PR;79114450;0008;31;2005-11-01;1976-07-01;4692300;87230000;PR;7653;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;167934000.0;demais;Cooperativa;3
